Status;Life expectancy ;Adult Mortality;infant deaths;Alcohol;percentage expenditure;Hepatitis B;Measles ; BMI ;Year;=COEF.DE.CORREL(B2:B2721,C2:C2721);
Developing;69,5;189;0;6,12;1187,949491;95;0;37,6;2005;;
Developing;69,4;19;0;5,82;11,85100131;94;0;36,8;2004;;
Developing;69,3;191;0;5,53;78,72216127;76;0;36;2003;;
Developing;69,2;192;0;5,12;72,03911741;5;0;35,2;2002;;
Developing;69,1;194;0;4,55;516,7112481;;0;34,4;2001;;
Developing;69,1;197;0;4,68;43,59522964;;0;33,6;2000;;
Developing;75,1;12;3;1,39;604,8701316;98;15;6,2;2014;;
Developing;74,9;13;3;1,29;594,6453102;98;16;59,3;2013;;
Developing;74,9;13;3;1,3;585,8776761;97;48;58,3;2012;;
Developing;74,8;13;3;1,29;623,2120325;98;11;57,4;2011;;
Developing;74,8;12;3;1,28;64,85616718;98;1;56,5;2010;;
Developing;74,7;12;3;1,4;585,6307861;99;1;55,6;2009;;
Developing;74,7;12;3;1,37;53,08451654;99;2;54,7;2008;;
Developing;74,6;12;3;1,24;469,6282925;98;4;53,9;2007;;
Developing;74,4;12;3;1,46;420,1153538;99;3;53,1;2006;;
Developing;74,2;14;3;1,37;379,5139945;97;15;52,2;2005;;
Developing;74;15;3;1,36;379,7659054;96;1;51,4;2004;;
Developing;73,7;17;4;1,34;321,7694175;92;22;5,6;2003;;
Developing;73,5;19;4;1,17;262,8184944;93;98;49,7;2002;;
Developing;73,2;11;4;1,19;257,2878697;94;231;48,9;2001;;
Developing;72,9;112;4;1,21;264,7842196;94;47;48,1;2000;;
Developing;75,5;17;16;1,45;181,9083783;96;565;65,3;2014;;
Developing;75,2;19;17;1,41;188,1440348;97;7405;64,5;2013;;
Developing;74,8;112;19;1,54;20,75120211;97;349;63,7;2012;;
Developing;74,5;114;20;1,53;1275,877569;96;111;62,8;2011;;
Developing;74,2;116;21;1,49;32,78235828;96;7;61,9;2010;;
Developing;73,9;118;23;1,4;106,9482898;94;4;61,1;2009;;
Developing;73,5;121;25;1,39;22,67271848;92;0;6,2;2008;;
Developing;73,2;124;26;1,26;115,5801103;96;3;59,3;2007;;
Developing;72,8;126;28;1,29;103,523776;82;34;58,5;2006;;
Developing;72,4;129;30;1,29;832,9552058;85;6200;57,6;2005;;
Developing;72;132;33;1,35;1,132766775;77;8927;56,8;2004;;
Developing;71,6;135;35;1,42;459,1113061;68;5844;55,9;2003;;
Developing;71,2;138;38;1,47;35,55729;72;7823;55,1;2002;;
Developing;78;14;41;1,49;256,4341746;77;30509;54,3;2001;;
Developing;74;143;44;1,54;421,2956602;71;16244;53,5;2000;;
Developing;66;217;7;2,9;691,1333535;97;0;47,7;2014;;
Developing;65,4;228;7;2,93;63,7481117;98;0;46,7;2013;;
Developing;65,6;22;7;2,75;579,4128244;98;0;45,9;2012;;
Developing;65,6;217;7;2,55;490,4181326;97;0;45;2011;;
Developing;65,8;211;7;2,48;385,325164;96;0;44,2;2010;;
Developing;65,6;215;6;2,35;37,88466056;97;0;43,4;2009;;
Developing;64,5;235;6;2,4;34,23979419;96;0;42,7;2008;;
Developing;64,1;241;6;2,58;0,358651421;98;59;42;2007;;
Developing;63,7;245;6;2,71;29,27235366;98;48;41,3;2006;;
Developing;63,3;248;6;2,85;2,19888585;99;0;4,7;2005;;
Developing;63,5;238;6;2,86;186,1013972;96;1;4;2004;;
Developing;63,4;231;7;2,88;179,6156482;97;1;39,4;2003;;
Developing;63,3;229;7;2,33;130,3784829;96;11;38,7;2002;;
Developing;64;221;7;2,35;106,180706;;9;38,1;2001;;
Developing;63,8;224;7;2,9;88,2436347;;113;37,5;2000;;
Developing;61,5;38;68;0,01;14,16770158;78;314;18,1;2014;;
Developing;67;325;71;0,01;90,76144414;78;7878;17,6;2013;;
Developing;60;339;73;0,01;92,88697859;78;2027;17,2;2012;;
Developing;59,3;347;76;10,22;94,49686776;82;3312;16,7;2011;;
Developing;58,4;362;79;10,03;116,202964;8;1313;16,3;2010;;
Developing;57,5;378;82;9,63;87,04534954;79;1601;15,9;2009;;
Developing;56,3;41;84;9,79;72,85023656;71;1319;15,6;2008;;
Developing;55,5;41;88;9,65;6,002527685;73;3776;15,2;2007;;
Developing;54,9;41;93;9,81;50,83901418;64;5736;14,8;2006;;
Developing;53,2;446;99;10,09;44,52614001;64;22;14,5;2005;;
Developing;51,3;485;104;9,89;36,60609252;62;141;14,2;2004;;
Developing;51;53;109;10,16;4,426792406;44;29429;13,9;2003;;
Developing;48,8;523;112;10,42;2,690897842;29;49871;13,6;2002;;
Developing;47,7;539;115;10,57;26,97625217;;48543;13,3;2001;;
Developing;46,6;554;116;10,47;22,59447461;;42554;13;2000;;
Developing;78;23;4;8,06;5,663849328;22;0;6,7;2014;;
Developing;71;198;4;8,44;52,42529588;46;0;6,1;2013;;
Developing;77;25;5;8,44;453,7830847;46;12746;59,6;2012;;
Developing;75;24;5;8,48;415,1627705;21;1333;59;2011;;
Developing;69,8;212;5;8,39;375,6835376;48;39;58,5;2010;;
Developing;69,2;231;5;8,71;324,5491348;66;0;58;2009;;
Developing;67,7;273;5;9,46;456,4586664;84;48;57,6;2008;;
Developing;67,5;277;5;8,86;46,19685449;92;1005;57,2;2007;;
Developing;67,7;267;5;7,99;29,38172706;96;42724;56,8;2006;;
Developing;67;278;5;7,31;217,4345257;97;2392;56,4;2005;;
Developing;67,4;267;5;6,79;180,3537859;98;146;56,1;2004;;
Developing;67,6;256;6;5,92;21,22386354;77;411;55,7;2003;;
Developing;67,6;256;6;4,89;115,738974;48;7587;55,4;2002;;
Developing;67,7;253;6;4,31;8,897421459;7;16970;55,1;2001;;
Developing;67,5;257;6;4,49;7,883791474;4;817;54,8;2000;;
Developing;76,9;77;1;1,91;3862,68271;99;344;62,4;2014;;
Developing;76,7;78;1;1,82;377,2009132;98;0;6,5;2013;;
Developing;76,5;8;1;1,75;3663,764502;96;132;58,6;2012;;
Developing;76,3;81;1;1,73;387,774991;95;0;57,1;2011;;
Developing;76,2;82;1;1,69;308,0660742;94;87;55,8;2010;;
Developing;76;84;1;1,73;292,4022672;93;0;55,1;2009;;
Developing;75,8;85;1;1,86;4003,908598;92;55;54,8;2008;;
Developing;75,6;87;1;1,69;3759,457226;92;0;55,1;2007;;
Developing;75,4;89;1;1,74;3749,941617;92;0;55,8;2006;;
Developing;75,3;92;1;1,79;3427,320332;92;29;56,6;2005;;
Developing;75,1;95;1;1,77;2972,448675;92;22;57;2004;;
Developing;74,9;98;1;1,74;277,1818332;92;42;56,8;2003;;
Developing;74,7;11;1;1,72;2598,842827;92;53;56;2002;;
Developing;74,5;14;1;1,67;243,7539129;92;30;55;2001;;
Developing;74,2;17;1;1,64;262,9589578;92;69;54,1;2000;;
Developed;81,2;69;3;10,66;0;;91;66,6;2015;;
Developed;81;71;3;10,37;0;;133;66;2014;;
Developed;87;72;3;10,32;0;;1919;65,4;2013;;
Developed;86;72;3;10,42;0;;2092;64,8;2012;;
Developed;86;74;3;10,68;0;;1112;64,2;2011;;
Developed;82;77;3;10,88;0;;443;63,6;2010;;
Developed;81;78;4;10,79;0;;1212;63,1;2009;;
Developed;79,6;8;4;11,47;0;;1445;62,5;2008;;
Developed;79,5;8;4;11,84;0;;1022;61,9;2007;;
Developed;79,3;82;4;11,61;0;;764;61,3;2006;;
Developed;79;82;4;12,05;0;;79;6,7;2005;;
Developed;78,8;83;4;12,22;0;;189;6,1;2004;;
Developed;78,3;86;4;11,85;0;;460;59,5;2003;;
Developed;78,2;87;4;11,44;0;;314;58,8;2002;;
Developed;78;88;4;10,91;0;;73;58,2;2001;;
Developed;77,8;89;4;10,59;0;;104;57,5;2000;;
Developing;67;34;86;0,01;0;97;88;23,2;2014;;
Developing;59,7;323;86;4,2;0;91;185;22,5;2013;;
Developing;58,6;348;87;3,98;0;92;1668;21,9;2012;;
Developing;58,3;348;88;4,04;0;9;1622;21,3;2011;;
Developing;57,5;36;89;4,19;0;91;167;2,7;2010;;
Developing;56,9;368;91;3,97;0;85;1574;2,2;2009;;
Developing;56,2;376;92;3,44;0;86;3413;19,6;2008;;
Developing;54,5;411;94;4,4;0;83;7726;19,1;2007;;
Developing;53,1;437;96;4,07;0;9;2362;18,6;2006;;
Developing;52,2;449;97;3,94;0;9;23;18,1;2005;;
Developing;51,5;454;100;3,81;0;95;1419;17,7;2004;;
Developing;58;459;103;2,34;0;95;1673;17,2;2003;;
Developing;52;46;106;3,37;0;89;5131;16,8;2002;;
Developing;49,6;46;110;4,09;0;;11847;16,4;2001;;
Developing;49,2;457;114;3,89;0;;14649;16;2000;;
Developed;79,1;14;23;8,82;0;92;667;69,1;2014;;
Developed;78,9;16;23;8,82;0;91;187;68,6;2013;;
Developed;78,8;16;24;8,82;0;9;55;68;2012;;
Developed;78,7;16;25;8,67;0;91;220;67,5;2011;;
Developed;78,7;15;25;8,55;0;92;63;66,9;2010;;
Developed;78,5;18;26;8,71;0;92;71;66,3;2009;;
Developed;78,2;18;27;8,74;0;94;140;65,7;2008;;
Developed;78,1;11;27;8,74;0;93;43;65,1;2007;;
Developed;77,8;113;28;8,63;0;93;55;64,4;2006;;
Developed;77,5;112;28;8,52;0;93;66;63,8;2005;;
Developed;77,5;111;28;8,48;0;92;37;63,1;2004;;
Developed;77,2;114;28;8,4;0;92;56;62,4;2003;;
Developed;77;115;28;8,33;0;88;41;61,7;2002;;
Developed;76,9;115;28;8,25;0;89;116;6,9;2001;;
Developed;76,8;114;28;8,21;0;9;85;6,1;2000;;
Developing;76,8;117;0;6,03;463,6397821;95;0;63,4;2014;;
Developing;76,8;117;0;5,82;482,8039445;94;0;62,9;2013;;
Developing;76,5;118;0;5,77;339,7190493;95;0;62,3;2012;;
Developing;77;111;0;5,97;417,9117441;95;0;61,8;2011;;
Developing;76,3;118;0;6,21;2331,532804;95;0;61,2;2010;;
Developing;76,6;118;0;6,67;1871,736563;95;0;6,7;2009;;
Developing;76,4;119;1;6,76;24,73142261;94;0;6,1;2008;;
Developing;75,4;124;1;6,67;14,47305874;94;0;59,5;2007;;
Developing;76,2;117;1;6,58;1712,225506;95;0;58,9;2006;;
Developing;75,7;123;1;6,35;152,5448405;96;0;58,3;2005;;
Developing;75,4;122;1;5,66;882,356362;94;0;57,7;2004;;
Developing;75,4;121;1;5,11;160,8400141;91;0;57;2003;;
Developing;75,4;124;1;5,86;27,46880965;95;0;56,3;2002;;
Developing;75,2;123;1;6,48;421,4804282;94;0;55,7;2001;;
Developing;75,1;131;1;6,65;645,9583816;92;0;55;2000;;
Developing;69,2;184;16;0,01;0,442802404;99;8;43,9;2014;;
Developing;69,1;185;17;0,01;19,1624696;99;0;43;2013;;
Developing;68,8;184;18;0,01;16,71406295;99;0;42,2;2012;;
Developing;68,5;183;19;2,83;140,6905284;99;476;41,4;2011;;
Developing;68,3;183;20;2,73;119,4571154;99;117;4,7;2010;;
Developing;68;183;21;2,56;92,81479759;98;0;4;2009;;
Developing;67,9;184;22;2,36;13,89021225;91;2;39,3;2008;;
Developing;67,8;184;22;2,15;9,290983645;99;863;38,7;2007;;
Developing;67,6;185;23;1,96;77,27092119;98;823;38,1;2006;;
Developing;67,3;192;24;1,78;40,13342094;99;737;37,5;2005;;
Developing;67,8;183;24;1,59;34,41887163;99;75;37;2004;;
Developing;67,2;183;25;1,54;28,52135777;99;85;36,4;2003;;
Developing;67,1;186;27;1,47;24,99438738;62;25;35,9;2002;;
Developing;67,4;185;28;1,53;43,66385568;;22;35,3;2001;;
Developing;67,1;189;30;1,6;48,50941741;;80;34,8;2000;;
Developing;71,7;134;0;0,01;564,8167043;64;10;52,5;2014;;
Developing;71,6;135;0;0,01;447,545645;64;0;51,7;2013;;
Developing;71,4;138;0;0,01;427,9885222;64;0;5,8;2012;;
Developing;71,2;141;0;0,85;457,9731742;63;0;49,9;2011;;
Developing;71;145;0;0,91;471,8626525;62;0;49,1;2010;;
Developing;78;149;0;0,83;361,0940984;62;0;48,2;2009;;
Developing;75;153;0;1,18;345,339056;61;0;47,4;2008;;
Developing;73;157;0;1,01;342,4908556;6;0;46,6;2007;;
Developing;71;161;0;1;43,19780767;59;0;45,7;2006;;
Developing;69,9;165;0;0,88;337,2942846;61;3;44,9;2005;;
Developing;69,6;169;0;0,85;334,1673373;63;0;44,1;2004;;
Developing;69,4;173;0;1,2;27,29839073;64;165;43,3;2003;;
Developing;69,3;176;0;1,24;171,1373611;66;101;42,6;2002;;
Developing;69,1;179;0;0,91;163,105292;68;7;41,9;2001;;
Developing;69;18;0;1,21;21,90075232;7;9;41,1;2000;;
Developing;73,9;158;9;6,47;0;78;0;61,5;2014;;
Developing;73,8;159;9;6,71;0;82;0;61;2013;;
Developing;73,7;161;9;6,7;0;81;1;6,4;2012;;
Developing;73,8;158;9;6,74;0;78;0;59,9;2011;;
Developing;73,7;158;9;7,22;0;78;0;59,3;2010;;
Developing;73,6;166;9;7,59;0;84;0;58,8;2009;;
Developing;73,2;168;9;8,18;0;53;0;58,2;2008;;
Developing;73,4;165;9;8,7;0;62;32;57,6;2007;;
Developing;73,6;163;9;8,27;0;71;78;57,1;2006;;
Developing;73,6;158;9;7,92;0;88;0;56,5;2005;;
Developing;73,3;161;10;7,55;0;82;0;55,9;2004;;
Developing;72,4;172;10;6,3;0;72;0;55,3;2003;;
Developing;73,1;167;10;6,89;0;6;2392;54,7;2002;;
Developing;72,5;169;10;8,05;0;53;115;54,1;2001;;
Developing;72,5;168;11;8,01;0;5;22;53,4;2000;;
Developing;75,9;128;28;4,09;0;95;15033;16,7;2014;;
Developing;75,7;129;28;4;0;59;1123;16;2013;;
Developing;75,6;13;29;4,12;0;97;578;15,3;2012;;
Developing;75,4;131;29;3,94;0;95;750;14,7;2011;;
Developing;75,2;133;29;3,93;0;88;2809;14;2010;;
Developing;75;134;29;3,86;0;94;6582;13,4;2009;;
Developing;74,9;135;28;3,58;0;87;352;12,9;2008;;
Developing;74,7;136;28;3,01;0;67;17;12,3;2007;;
Developing;74,6;136;28;2,56;0;93;1978;11,8;2006;;
Developing;74,4;136;29;2,7;0;94;410;11,3;2005;;
Developing;74,2;136;29;2,86;0;94;217;1,9;2004;;
Developing;74;137;30;2,19;0;78;2297;1,4;2003;;
Developing;73,8;137;30;2,03;0;;6755;1;2002;;
Developing;73,6;138;32;1,84;0;;12058;9,6;2001;;
Developing;73,4;139;33;1,6;0;;16512;9,2;2000;;
Developing;65,4;228;37;0,01;0;73;815;4,4;2014;;
Developing;65,4;226;36;0,04;0;73;400;39,6;2013;;
Developing;64,7;236;36;0,04;0;67;2177;38,7;2012;;
Developing;64,6;234;35;0,04;0;69;2676;37,9;2011;;
Developing;64,4;233;35;0,06;0;76;510;37,2;2010;;
Developing;64,1;235;36;0,03;0;76;130;36,4;2009;;
Developing;63,8;238;37;0,04;0;78;7;35,7;2008;;
Developing;63,4;24;38;0,05;0;79;13;35,1;2007;;
Developing;63;242;39;0,04;0;78;8079;34,5;2006;;
Developing;62,6;245;40;0,04;0;8;6285;33,9;2005;;
Developing;62,2;247;42;0,06;0;43;12708;33,3;2004;;
Developing;61,9;249;43;0,04;0;38;8536;32,7;2003;;
Developing;61,5;25;45;0,07;0;31;890;32,2;2002;;
Developing;61,1;251;46;0,08;0;19;485;31,7;2001;;
Developing;68;252;48;0,07;0;14;0;31,2;2000;;
Developing;61,1;314;28;0,01;196,6675768;86;9;22,8;2014;;
Developing;63;328;29;2,41;20,62306285;79;35;22,3;2013;;
Developing;59,2;349;29;2,59;196,9152496;78;896;21,7;2012;;
Developing;58,2;366;29;2,57;183,0461695;81;13234;21,2;2011;;
Developing;58;363;30;2,47;184,3649102;83;15754;2,7;2010;;
Developing;57,4;368;30;2,3;143,8698873;94;26;2,2;2009;;
Developing;55,7;45;31;2,12;153,6783754;87;140;19,7;2008;;
Developing;52,6;487;32;2,08;10,85148218;8;535;19,2;2007;;
Developing;58;526;33;2,25;1,860003739;81;459;18,8;2006;;
Developing;49,3;554;34;2,33;121,879331;82;45;18,4;2005;;
Developing;47,9;578;36;2,46;8,369851529;;35;18;2004;;
Developing;46,4;64;39;2,33;65,78997404;;881;17,6;2003;;
Developing;45,5;69;41;2,44;54,04348047;;25036;17,3;2002;;
Developing;44,6;611;43;2,61;46,83027463;;16997;17,1;2001;;
Developing;43,8;614;44;2,62;45,61688038;;30930;16,8;2000;;
Developing;59,2;371;23;6,5;10,82259524;91;0;31,3;2014;;
Developing;58;399;25;6,39;10,66670728;95;0;3,8;2013;;
Developing;56,6;429;26;6,09;92,60233636;97;0;3,3;2012;;
Developing;54,9;464;28;6;63,75053034;94;0;29,9;2011;;
Developing;52,4;527;29;5,21;53,30858081;9;9696;29,4;2010;;
Developing;50;587;30;4,64;1,040021112;73;853;29;2009;;
Developing;48,2;632;30;3,56;20,84342867;75;0;28,6;2008;;
Developing;46,6;67;29;3,88;29,81456607;72;242;28,2;2007;;
Developing;45,4;7;28;4,57;34,26216876;68;212;27,9;2006;;
Developing;44,6;717;28;4,14;8,7174087;65;420;27,5;2005;;
Developing;44,3;723;27;4,36;0;68;31;27,1;2004;;
Developing;44,5;715;26;4,06;0;7;998;26,7;2003;;
Developing;44,8;73;25;4,43;0;73;304;26,3;2002;;
Developing;45,3;686;25;1,72;0;76;529;25,9;2001;;
Developing;46;665;24;1,68;0;79;1483;25,5;2000;;
